76,3,170,75,99.6733,0.2823,0.3950,0.3423,0.5016
77,3,170,75,101.6709,0.2084,0.4221,0.3568,0.4918
78,3,170,75,104.7874,0.2867,0.4440,0.3539,0.4772
79,3,170,75,103.6820,0.2922,0.4368,0.3281,0.4822
80,3,170,75,104.8537,0.2719,0.3986,0.3856,0.4769
81,3,170,75,104.9561,0.2585,0.3818,0.4099,0.4764
82,3,170,75,105.4135,0.2736,0.3035,0.4712,0.4743
83,3,170,75,107.0979,0.2473,0.4833,0.4415,0.4669
84,3,170,75,103.3706,0.2301,0.3738,0.4214,0.4837
85,3,170,75,102.7640,0.1949,0.5250,0.3434,0.4866
86,3,170,75,106.1747,0.2095,0.4683,0.3981,0.4709
87,3,170,75,102.9415,0.2147,0.4100,0.4086,0.4857
88,3,170,75,102.7359,0.3003,0.4749,0.3304,0.4867
89,3,170,75,103.8062,0.2170,0.3198,0.4414,0.4817
90,3,170,75,103.2958,0.2673,0.3647,0.3889,0.4840
91,3,170,75,102.1390,0.2941,0.3556,0.3811,0.4895
92,3,170,75,102.7373,0.2983,0.4154,0.4399,0.4867
93,3,170,75,104.9444,0.2173,0.3868,0.2579,0.4764
94,3,170,75,104.7162,0.3313,0.4064,0.3763,0.4775
95,3,170,75,110.0208,0.2397,0.3696,0.4612,0.4545
96,3,170,75,109.3326,0.3528,0.4540,0.4608,0.4573
97,3,170,75,109.2736,0.4155,0.4626,0.4723,0.4576
98,3,170,75,110.1686,0.2988,0.4210,0.4060,0.4538
99,3,170,75,108.1213,0.3197,0.4570,0.4186,0.4624
100,3,170,75,109.1547,0.2881,0.5566,0.4144,0.4581
101,3,170,75,107.6254,0.3458,0.4705,0.4532,0.4646
102,3,170,75,105.3004,0.3676,0.3906,0.3683,0.4748
103,3,170,75,105.9098,0.3329,0.4437,0.4313,0.4721
104,3,170,75,106.2910,0.3395,0.3693,0.3600,0.4704
105,3,170,75,105.6718,0.3809,0.4390,0.4579,0.4732
136,4,170,75,114.9847,0.2878,0.6659,0.5259,0.5798
137,4,170,75,112.1843,0.2927,0.6313,0.5472,0.5943
138,4,170,75,114.3063,0.3705,0.6427,0.5287,0.5832
139,4,170,75,116.9338,0.3972,0.6315,0.6145,0.5701
140,4,170,75,115.3544,0.3934,0.7256,0.5500,0.5779
141,4,170,75,113.8671,0.3688,0.6824,0.5902,0.5855
142,4,170,75,114.3693,0.4656,0.7120,0.5695,0.5829
143,4,170,75,116.8237,0.3969,0.6848,0.5510,0.5707
144,4,170,75,117.0594,0.3969,0.7826,0.5261,0.5695
145,4,170,75,114.7877,0.3302,0.7186,0.5167,0.5808
146,4,170,75,115.6799,0.3622,0.7163,0.5822,0.5763
147,4,170,75,113.0402,0.4039,0.7416,0.5389,0.5898
148,4,170,75,116.4621,0.4027,0.6777,0.5536,0.5724
149,4,170,75,114.7198,0.3359,0.6741,0.5564,0.5811
150,4,170,75,111.5518,0.3745,0.8051,0.5331,0.5976
151,4,170,75,116.0736,0.3936,0.6307,0.5167,0.5743
152,4,170,75,112.4036,0.4340,0.5223,0.4746,0.5931
153,4,170,75,114.8040,0.4015,0.7516,0.6182,0.5807
