76,3,166,58,105.0347,0.4165,0.5413,0.2848,0.4760
77,3,166,58,103.6365,0.3821,0.5881,0.3668,0.4825
78,3,166,58,105.0215,0.4073,0.4982,0.3065,0.4761
79,3,166,58,106.7751,0.3611,0.5361,0.2904,0.4683
80,3,166,58,107.6827,0.4512,0.5320,0.4844,0.4643
81,3,166,58,108.7777,0.3846,0.5273,0.2897,0.4597
82,3,166,58,110.6068,0.4790,0.5588,0.4016,0.4521
83,3,166,58,109.9430,0.4453,0.5308,0.3326,0.4548
84,3,166,58,107.9693,0.4099,0.6052,0.3549,0.4631
85,3,166,58,109.0395,0.5115,0.5144,0.4481,0.4585
86,3,166,58,106.4974,0.4055,0.6060,0.2793,0.4695
87,3,166,58,106.5575,0.3641,0.5464,0.3403,0.4692
88,3,166,58,107.7300,0.4949,0.5469,0.3547,0.4641
89,3,166,58,113.6897,0.4078,0.6663,0.4049,0.4398
90,3,166,58,111.8065,0.3918,0.5642,0.3953,0.4472
91,3,166,58,106.4492,0.5094,0.5863,0.4155,0.4697
92,3,166,58,109.0860,0.3685,0.5247,0.3047,0.4584
93,3,166,58,112.1289,0.4263,0.5693,0.3156,0.4459
94,3,166,58,107.0485,0.4540,0.5399,0.3291,0.4671
95,3,166,58,106.4308,0.4545,0.6405,0.4431,0.4698
96,3,166,58,110.4143,0.4257,0.5774,0.4128,0.4528
97,3,166,58,105.9913,0.2847,0.5516,0.4728,0.4717
98,3,166,58,110.0476,0.3733,0.4847,0.3425,0.4543
99,3,166,58,109.1246,0.3177,0.4813,0.3693,0.4582
100,3,166,58,104.0990,0.4657,0.5984,0.3440,0.4803
101,3,166,58,100.3345,0.3417,0.6283,0.4148,0.4983
102,3,166,58,100.4488,0.4382,0.5718,0.5001,0.4978
103,3,166,58,104.1080,0.3560,0.5062,0.4642,0.4803
104,3,166,58,102.8863,0.3650,0.5717,0.5092,0.4860
105,3,166,58,102.7397,0.3765,0.5148,0.4027,0.4867
136,4,166,58,106.0071,0.5688,0.7708,0.6636,0.6289
137,4,166,58,105.9799,0.4702,0.7551,0.7068,0.6291
138,4,166,58,105.0079,0.7208,0.7164,0.6927,0.6349
139,4,166,58,107.6142,0.5967,0.7374,0.6533,0.6195
140,4,166,58,109.7232,0.6519,0.7386,0.7334,0.6076
141,4,166,58,110.0396,0.6469,0.7385,0.6609,0.6058
142,4,166,58,108.0371,0.6974,0.7629,0.7943,0.6171
143,4,166,58,107.8860,0.6646,0.8048,0.7825,0.6179
144,4,166,58,109.6169,0.5901,0.7894,0.7489,0.6082
145,4,166,58,109.2929,0.6566,0.8359,0.7988,0.6100
146,4,166,58,109.6266,0.6512,0.7849,0.7050,0.6081
147,4,166,58,108.3855,0.5692,0.8051,0.7830,0.6151
148,4,166,58,109.4674,0.4186,0.7305,0.4266,0.6090
149,4,166,58,104.9613,0.6599,0.7926,0.7103,0.6352
150,4,166,58,104.9631,0.6215,0.7760,0.6886,0.6351
151,4,166,58,109.2665,0.5966,0.8204,0.5854,0.6101
152,4,166,58,111.0595,0.6527,0.7251,0.7860,0.6003
153,4,166,58,108.5117,0.3630,0.7341,0.5796,0.6144
154,4,166,58,106.6860,0.5648,0.8062,0.7686,0.6249
155,4,166,58,108.4277,0.6722,0.7390,0.5273,0.6148
156,4,166,58,109.1707,0.6426,0.7800,0.7758,0.6107
157,4,166,58,106.0100,0.6467,0.6687,0.7662,0.6289
158,4,166,58,112.7282,0.4795,0.7402,0.7598,0.5914
159,4,166,58,105.3632,0.6316,0.6080,0.7023,0.6327
160,4,166,58,106.6959,0.6127,0.7225,0.8109,0.6248
161,4,166,58,104.1494,0.7350,0.8430,0.7955,0.6401
162,4,166,58,102.0408,0.5886,0.7578,0.7383,0.6533
163,4,166,58,103.6032,0.5828,0.7574,0.6895,0.6435
164,4,166,58,107.6629,0.6232,0.7400,0.6583,0.6192
165,4,166,58,109.7229,0.6864,0.7535,0.6082,0.6076
196,5,166,58,115.5156,0.7360,1.0739,1.0966,0.7214
197,5,166,58,113.1312,0.7673,1.2566,0.9797,0.7366
198,5,166,58,112.7820,0.7286,1.1041,1.1469,0.7389
199,5,166,58,119.0863,0.8281,0.9208,0.8790,0.6998
200,5,166,58,115.6081,0.8503,0.9518,1.1248,0.7208
201,5,166,58,121.6913,0.7969,0.9723,1.0529,0.6848
202,5,166,58,116.4833,0.7563,1.0524,1.1577,0.7154
203,5,166,58,112.9308,0.8273,0.9150,1.0417,0.7379
204,5,166,58,121.9239,0.8713,0.9552,0.9757,0.6835
205,5,166,58,116.8412,0.7805,0.9457,0.9714,0.7132
206,5,166,58,112.5459,0.8147,1.0120,0.9474,0.7404
207,5,166,58,111.9652,0.6556,1.1355,1.1152,0.7443
208,5,166,58,109.6339,0.8445,1.0778,0.9868,0.7601
209,5,166,58,111.7848,0.7490,0.9363,1.0477,0.7455
210,5,166,58,120.1900,0.7240,0.9861,1.0358,0.6933
211,5,166,58,121.4163,0.7726,0.8866,0.9600,0.6863
212,5,166,58,112.4536,0.8654,0.9501,1.0441,0.7410
213,5,166,58,107.5022,0.6559,1.0051,1.1472,0.7752
214,5,166,58,113.3012,0.7827,0.8999,0.9478,0.7355
215,5,166,58,118.8584,0.8058,0.9526,1.0587,0.7011
216,5,166,58,113.9765,0.8162,0.9510,1.0217,0.7311
217,5,166,58,112.8507,0.8391,0.9601,1.1265,0.7384
218,5,166,58,118.5771,0.8466,0.9510,0.9075,0.7028
219,5,166,58,119.0439,0.8702,0.9087,1.0939,0.7000
220,5,166,58,109.7459,0.8026,0.9595,1.0143,0.7593
221,5,166,58,111.7420,0.5795,0.8716,1.2019,0.7458
222,5,166,58,111.7229,0.7451,0.9219,0.8864,0.7459
223,5,166,58,112.1061,0.7592,0.9578,1.0510,0.7433
224,5,166,58,116.1858,0.7992,1.0015,1.0938,0.7172
225,5,166,58,114.0705,0.8115,0.9873,1.0171,0.7305
256,6,166,58,119.1715,0.6788,1.1807,1.0842,0.8391
257,6,166,58,122.1312,0.7209,1.2740,1.1270,0.8188
258,6,166,58,118.3045,0.7625,1.1082,1.0941,0.8453
259,6,166,58,117.5673,0.6873,1.2003,1.3076,0.8506
260,6,166,58,123.5070,0.7839,1.0731,1.4510,0.8097
261,6,166,58,125.6775,0.7516,1.1713,1.2675,0.7957
262,6,166,58,119.3655,0.7524,1.0680,1.1549,0.8378
263,6,166,58,127.0388,0.8903,1.1235,1.2576,0.7872
264,6,166,58,124.1439,0.8032,1.1080,1.2777,0.8055
265,6,166,58,122.4490,0.8400,1.0970,1.1238,0.8167
266,6,166,58,122.0382,0.7441,1.2418,1.3630,0.8194
267,6,166,58,120.7298,0.8638,1.3094,1.4353,0.8283
268,6,166,58,124.3976,0.6827,1.0697,1.1801,0.8039
269,6,166,58,123.1692,0.6952,1.1805,1.2477,0.8119
270,6,166,58,127.9806,0.7184,1.3901,1.2678,0.7814
271,6,166,58,118.6666,0.8656,1.0616,1.2979,0.8427
272,6,166,58,118.1102,0.7350,1.2145,1.3983,0.8467
273,6,166,58,135.2112,0.7443,1.1226,1.1716,0.7396
274,6,166,58,123.7739,0.7313,1.1781,1.4706,0.8079
275,6,166,58,121.7822,0.6423,1.0505,1.0844,0.8211
276,6,166,58,124.4797,0.7393,1.2505,1.5096,0.8033
277,6,166,58,120.8361,0.7377,1.1505,1.0392,0.8276
278,6,166,58,120.1327,0.6575,1.0704,1.1644,0.8324
279,6,166,58,122.3551,0.8389,1.1241,1.1846,0.8173
280,6,166,58,127.3237,0.8019,1.0908,1.4240,0.7854
281,6,166,58,119.8117,0.7206,1.0658,1.4091,0.8346
282,6,166,58,124.8789,0.7823,1.1002,1.2159,0.8008
283,6,166,58,121.5900,0.8557,1.1481,1.4116,0.8224
284,6,166,58,122.0934,0.7074,1.0439,1.0813,0.8190
285,6,166,58,122.7600,0.7233,1.1240,1.3099,0.8146
316,7,166,58,146.9417,1.2418,2.5930,1.4281,0.7940
317,7,166,58,145.9233,1.1812,1.9119,1.5410,0.7995
318,7,166,58,142.1801,1.0403,2.2880,1.1775,0.8206
319,7,166,58,142.7862,0.9949,1.9844,1.0166,0.8171
320,7,166,58,150.8926,0.8820,2.1725,1.1923,0.7732
321,7,166,58,143.5673,0.8882,1.8701,1.0885,0.8126
322,7,166,58,141.4189,0.9502,1.8403,1.1100,0.8250
323,7,166,58,144.5972,0.8127,1.8483,1.1122,0.8068
324,7,166,58,149.1664,1.0828,1.9066,1.0084,0.7821
325,7,166,58,145.3711,1.1050,1.9659,1.1449,0.8025
326,7,166,58,142.1275,1.0642,2.1100,1.4559,0.8209
327,7,166,58,148.2336,1.0114,2.0298,1.3441,0.7870
328,7,166,58,142.0275,1.0107,2.3977,1.1459,0.8214
329,7,166,58,151.4142,1.1561,2.2009,0.9669,0.7705
330,7,166,58,145.0770,1.2410,2.3563,2.0825,0.8042
331,7,166,58,147.7452,0.8822,2.1383,0.9449,0.7896
332,7,166,58,143.2335,1.3116,2.2107,0.8944,0.8145
333,7,166,58,146.8305,1.2166,2.4890,1.4451,0.7946
334,7,166,58,149.6181,1.0038,2.2310,1.0282,0.7798
335,7,166,58,141.5381,0.9612,2.4797,1.4528,0.8243
336,7,166,58,147.5145,0.9467,2.0973,1.2445,0.7909
337,7,166,58,150.5757,0.9084,2.1196,1.4423,0.7748
338,7,166,58,143.1204,1.1066,2.0070,0.9480,0.8152
339,7,166,58,149.5304,0.9174,2.2714,1.5123,0.7802
340,7,166,58,146.2461,0.8262,2.2122,1.4747,0.7977
341,7,166,58,151.3128,0.8827,2.2869,1.2423,0.7710
342,7,166,58,143.5382,1.1105,2.2421,1.1708,0.8128
343,7,166,58,146.5782,0.8013,2.0570,1.1794,0.7959
344,7,166,58,150.4287,0.8174,2.1461,0.9410,0.7756
345,7,166,58,145.8676,1.1538,2.1533,1.0200,0.7998
376,8,166,58,153.2706,1.0065,2.4935,1.1675,0.8699
377,8,166,58,151.7024,1.0934,2.7987,2.2197,0.8789
378,8,166,58,155.7684,1.1019,2.8320,1.6295,0.8560
